id_venda,data,produto,categoria,vendedor,regiao,quantidade,preco_unitario,desconto,faturamento
296,2026-03-29,Mouse,Periféricos,Carlos,Nordeste,1,80.09,0.0,80.09
297,2026-05-24,Mouse,Periféricos,Mariana,Centro-Oeste,8,84.64,0.15,575.552
298,2026-06-09,Notebook,Informática,Mariana,Nordeste,4,3298.85,0.1,11875.86
299,2026-05-06,Notebook,Informática,Beatriz,Sul,4,3392.08,0.05,12889.903999999999
300,2026-06-05,SSD 1TB,Armazenamento,Carlos,Centro-Oeste,7,537.92,0.0,3765.4399999999996
301,2026-03-31,Cadeira Gamer,Móveis,Rafael,Centro-Oeste,4,1103.94,0.0,4415.76
302,2026-04-29,Teclado,Periféricos,Joao,Centro-Oeste,1,155.86,0.0,155.86
303,2026-05-09,Teclado,Periféricos,Mariana,Centro-Oeste,5,155.08,0.1,697.8600000000001
304,2026-05-05,SSD 1TB,Armazenamento,Beatriz,Sul,1,509.28,0.05,483.816
305,2026-04-15,Cadeira Gamer,Móveis,Ana,Sudeste,4,1122.15,0.15,3815.3100000000004
306,2026-06-27,Mouse,Periféricos,Carlos,Sudeste,7,86.25,0.05,573.5625
307,2026-06-19,Headset,Áudio,Rafael,Nordeste,8,292.01,0.05,2219.276
308,2026-06-09,SSD 1TB,Informática,Ana,Sudeste,2,497.2,0.0,994.4
309,2026-03-09,Webcam,Periféricos,Mariana,Sudeste,5,206.9,0.0,1034.5
310,2026-03-17,Monitor,Informática,Ana,Nordeste,4,1224.18,0.05,4651.884
311,2026-04-06,Webcam,Periféricos,Mariana,Sudeste,4,224.57,0.15,763.538
312,2026-03-17,Notebook,Informática,Joao,Centro-Oeste,1,3676.8,0.0,3676.8
313,2026-01-13,Webcam,Periféricos,Mariana,Centro-Oeste,5,220.29,0.15,936.2325
314,2026-06-24,Notebook,Informática,Carlos,Sudeste,1,3367.34,0.0,3367.34
315,2026-03-11,SSD 1TB,Armazenamento,Carlos,Sul,3,500.41,0.15,1276.0455
316,2026-01-30,Webcam,Periféricos,Ana,Sul,1,223.94,0.05,212.743
317,2026-03-30,Webcam,Periféricos,Mariana,Nordeste,7,218.62,0.0,1530.3400000000001
318,2026-03-21,Monitor,Informática,Carlos,Sul,8,1254.71,0.0,10037.68
319,2026-02-12,SSD 1TB,Armazenamento,Carlos,Sul,7,507.86,0.1,3199.518
320,2026-06-30,SSD 1TB,Armazenamento,Mariana,Sudeste,6,524.52,0.15,2675.0519999999997
321,2026-04-10,Cadeira Gamer,Móveis,Beatriz,Sudeste,2,1197.31,0.0,2394.62
322,2026-04-08,Teclado,Periféricos,Mariana,Centro-Oeste,4,157.36,0.1,566.4960000000001
323,2026-05-30,Mouse,Periféricos,Ana,Nordeste,1,83.41,0.0,83.41
324,2026-05-03,Mouse,Periféricos,Ana,Centro-Oeste,3,85.05,0.15,216.87749999999997
325,2026-03-15,Cadeira Gamer,Móveis,Rafael,Nordeste,3,1132.65,0.0,3397.9500000000003
326,2026-06-28,Mouse,Periféricos,Carlos,Sudeste,6,86.85,0.05,495.0449999999999
327,2026-02-17,SSD 1TB,Armazenamento,Mariana,Nordeste,4,517.16,0.1,1861.7759999999998
328,2026-01-21,Headset,Áudio,Beatriz,Sudeste,8,283.34,0.0,2266.72
329,2026-06-01,Teclado,Periféricos,Joao,Sudeste,2,158.81,0.0,317.62
330,2026-03-24,Notebook,Informática,Beatriz,Centro-Oeste,4,3553.63,0.0,14214.52
331,2026-04-13,Webcam,Periféricos,Ana,Sul,2,207.13,0.05,393.54699999999997
332,2026-04-29,Webcam,Periféricos,Beatriz,Sudeste,8,208.68,0.0,1669.44
333,2026-03-27,Headset,Áudio,Carlos,Sul,6,281.45,0.15,1435.3949999999998
334,2026-02-24,Webcam,Periféricos,Ana,Sudeste,7,223.33,,
335,2026-05-20,Cadeira Gamer,Móveis,Carlos,Sul,7,1123.43,0.15,6684.4085000000005
336,2026-02-25,Cadeira Gamer,Móveis,Rafael,Sul,5,1111.68,0.0,5558.400000000001
337,2026-01-28,Headset,Áudio,Carlos,Nordeste,7,266.59,0.05,1772.8234999999997
338,2026-01-20,Cadeira Gamer,Móveis,Mariana,Nordeste,5,1189.94,0.05,5652.215
339,2026-04-04,Mouse,Periféricos,Beatriz,Sul,8,85.99,0.0,687.92
340,2026-04-10,Webcam,Periféricos,Mariana,Sul,5,226.56,0.05,1076.1599999999999
341,2026-01-02,Headset,Áudio,Mariana,Sudeste,2,278.55,0.0,557.1
342,2026-03-27,Mouse,Periféricos,Carlos,Sudeste,1,85.37,0.15,72.5645
343,2026-06-20,Notebook,Informática,Beatriz,Centro-Oeste,3,3297.82,0.15,8409.441
344,2026-01-29,Mouse,Periféricos,Rafael,Sudeste,4,82.34,0.0,329.36
345,2026-03-17,Mouse,Periféricos,Mariana,Sul,8,80.14,0.0,641.12
346,2026-03-06,Notebook,Informática,Rafael,Nordeste,5,3368.23,0.0,16841.15
347,2026-06-13,Notebook,Informática,Mariana,Sudeste,4,3523.48,0.0,14093.92
348,2026-04-23,Monitor,Informática,Carlos,Sul,3,1245.86,0.0,3737.58
349,2026-02-26,Teclado,Periféricos,Mariana,Nordeste,6,168.11,0.0,1008.6600000000001
350,2026-05-29,Teclado,Periféricos,Beatriz,Centro-Oeste,1,165.7,0.15,140.845
351,2026-01-05,SSD 1TB,Armazenamento,Rafael,Sul,5,495.41,0.1,2229.3450000000003
352,2026-05-19,Cadeira Gamer,Móveis,Mariana,Centro-Oeste,8,1134.39,0.0,9075.12
353,2026-03-15,Notebook,Informática,Rafael,Sul,8,3443.11,0.0,27544.88
354,2026-01-18,Monitor,Informática,Carlos,Nordeste,4,1209.42,0.0,4837.68
355,2026-05-20,Monitor,Informática,Beatriz,Sudeste,5,1289.48,0.15,5480.29
356,2026-05-20,Notebook,Informática,Carlos,Sudeste,1,3592.37,0.0,3592.37
357,2026-04-11,Monitor,Informática,Joao,Nordeste,1,1311.28,0.0,1311.28
358,2026-01-07,Webcam,Periféricos,Carlos,Nordeste,4,217.48,0.0,869.92
359,2026-04-09,Monitor,Informática,Ana,Centro-Oeste,7,1285.42,0.15,7648.249
360,2026-06-19,Monitor,Informática,Rafael,Sudeste,6,1322.57,0.0,7935.42
361,2026-06-03,Teclado,Periféricos,Beatriz,Sul,3,163.42,0.0,490.26
362,2026-03-13,Cadeira Gamer,Móveis,Rafael,Sul,7,1128.66,0.1,7110.558000000001
363,2026-06-11,Cadeira Gamer,Móveis,Ana,Centro-Oeste,2,1122.63,0.1,2020.7340000000002
364,2026-06-11,Notebook,Informática,Joao,Sudeste,6,3365.66,0.0,20193.96
365,2026-01-25,Mouse,Periféricos,Ana,Nordeste,7,80.21,0.05,533.3965
366,2026-06-27,Cadeira Gamer,Móveis,Beatriz,Sul,7,1105.24,0.0,7736.68
367,2026-06-07,Cadeira Gamer,Móveis,Rafael,Sul,5,1181.25,0.1,5315.625
368,2026-05-01,Teclado,Periféricos,Beatriz,Sul,3,164.38,0.0,493.14
369,2026-01-06,Notebook,Informática,Joao,Sul,7,3661.64,0.1,23068.332
370,2026-01-10,Headset,Áudio,Mariana,Sudeste,5,277.65,0.0,1388.25
371,2026-04-20,Monitor,Informática,Beatriz,Centro-Oeste,4,1306.51,0.05,4964.737999999999
372,2026-05-09,Monitor,Informática,Mariana,Sul,1,1189.3,0.05,1129.8349999999998
373,2026-01-01,Teclado,Periféricos,Ana,Nordeste,1,167.76,0.0,167.76
374,2026-06-10,Mouse,Periféricos,Carlos,Sudeste,3,89.4,0.0,268.20000000000005
375,2026-04-06,Notebook,Informática,Ana,Sul,1,3359.46,0.0,3359.46
376,2026-03-10,Mouse,Periféricos,Mariana,Nordeste,6,86.74,0.0,520.4399999999999
377,2026-03-20,Mouse,Periféricos,Ana,Centro-Oeste,5,89.41,0.15,379.99249999999995
378,2026-06-20,SSD 1TB,Armazenamento,Ana,Centro-Oeste,3,529.08,0.15,1349.1540000000002
379,2026-01-29,Teclado,Periféricos,Joao,Nordeste,7,158.33,0.0,1108.3100000000002
380,2026-06-22,Mouse,Periféricos,Rafael,Centro-Oeste,5,86.11,0.15,365.9675
381,2026-06-16,Headset,Áudio,Beatriz,Sudeste,8,269.47,0.0,2155.76
382,2026-04-11,SSD 1TB,Armazenamento,Beatriz,Sudeste,8,544.66,0.0,4357.28
383,2026-04-08,Monitor,Informática,Carlos,Centro-Oeste,5,1239.93,0.0,6199.650000000001
384,2026-01-23,Notebook,Informática,Rafael,Sudeste,3,3345.11,0.0,10035.33
385,2026-04-05,SSD 1TB,Armazenamento,Joao,Centro-Oeste,5,543.55,0.0,2717.75
386,2026-03-24,Notebook,Informática,Rafael,Nordeste,2,3708.7,0.0,7417.4
387,2026-03-21,Mouse,Periféricos,Ana,Nordeste,5,89.59,0.05,425.5525
388,2026-02-20,Cadeira Gamer,Móveis,Joao,Centro-Oeste,4,1209.73,0.15,4113.082
389,2026-01-31,Headset,Áudio,Mariana,Sul,5,291.08,0.0,1455.3999999999999
390,2026-04-01,Teclado,Periféricos,Rafael,Sudeste,8,155.01,0.0,1240.08
391,2026-03-28,SSD 1TB,Armazenamento,Ana,Sudeste,3,550.18,0.0,1650.54
392,2026-05-28,Monitor,Informática,Mariana,Nordeste,6,1247.55,0.05,7111.034999999999
393,2026-03-30,Notebook,Informática,Rafael,Centro-Oeste,5,3433.58,0.15,14592.715
394,2026-03-12,Mouse,Periféricos,Ana,Nordeste,7,82.0,0.0,574.0
395,2026-06-20,Notebook,Informática,Rafael,Centro-Oeste,2,3573.7,0.15,6075.29
396,2026-04-10,Webcam,Periféricos,Mariana,Centro-Oeste,7,232.16,0.1,1462.608
397,2026-05-04,SSD 1TB,Armazenamento,Ana,Nordeste,8,545.34,0.15,3708.312
398,2026-05-08,Headset,Áudio,Ana,Centro-Oeste,8,264.86,0.05,2012.936
399,2026-03-14,Headset,Áudio,Beatriz,Sudeste,6,273.27,0.0,1639.62
400,2026-05-14,Webcam,Periféricos,Beatriz,Centro-Oeste,3,219.12,0.15,558.756
401,2026-04-05,Notebook,Informática,Rafael,Centro-Oeste,6,3377.13,0.1,18236.502
402,2026-03-03,Notebook,Informática,Beatriz,Sudeste,4,3603.1,0.0,14412.4
403,2026-01-28,SSD 1TB,Armazenamento,Rafael,Sul,3,500.37,0.0,1501.1100000000001
404,2026-03-24,SSD 1TB,Armazenamento,Beatriz,Nordeste,8,535.27,0.0,4282.16
405,2026-06-08,SSD 1TB,Armazenamento,Ana,Sul,5,533.63,0.0,2668.15
406,2026-01-18,Notebook,Informática,Ana,Sul,8,3456.97,0.0,27655.76
407,2026-06-06,Headset,Áudio,Rafael,Sudeste,3,279.52,0.0,838.56
408,2026-06-26,Monitor,Informática,Carlos,Sul,6,1257.07,0.15,6411.057
409,2026-01-13,Mouse,Periféricos,Joao,Sudeste,3,84.49,0.05,240.79649999999995
410,2026-04-13,Cadeira Gamer,Móveis,Joao,Nordeste,6,1191.42,0.0,7148.52
411,2026-03-30,Notebook,Informática,Carlos,Sul,1,3544.25,0.0,3544.25
412,2026-01-23,Headset,Áudio,Ana,Sul,3,286.58,0.1,773.7660000000001
413,2026-06-24,Monitor,Informática,Mariana,Sul,7,1317.0,0.1,8297.1
414,2026-02-05,Mouse,Periféricos,Carlos,Nordeste,1,89.2,0.1,80.28
415,2026-03-15,Notebook,Informática,Carlos,Sudeste,6,3493.44,0.05,19912.608
416,2026-01-10,Monitor,Informática,Joao,Nordeste,2,1311.1,0.15,2228.87
417,2026-05-22,Headset,Áudio,Joao,Centro-Oeste,6,280.8,0.15,1432.0800000000002
418,2026-01-13,Headset,Áudio,Mariana,Sudeste,2,263.35,0.0,526.7
419,2026-01-28,Teclado,Periféricos,Joao,Sudeste,7,151.68,0.0,1061.76
420,2026-04-01,Webcam,Periféricos,Beatriz,Sul,1,217.64,0.0,217.64
421,2026-02-26,Notebook,Informática,Beatriz,Sudeste,6,3705.2,0.0,22231.199999999997
422,2026-01-23,Cadeira Gamer,Móveis,Beatriz,Sudeste,7,1204.88,0.0,8434.16
423,2026-04-10,Monitor,Informática,Mariana,Sul,5,1215.42,0.0,6077.1
424,2026-04-30,Webcam,Periféricos,Joao,Centro-Oeste,4,213.49,0.1,768.5640000000001
425,2026-01-23,SSD 1TB,Armazenamento,Beatriz,Nordeste,6,505.4,0.0,3032.3999999999996
426,2026-02-22,Headset,Áudio,Beatriz,Sul,8,281.38,0.15,1913.384
427,2026-06-09,SSD 1TB,Armazenamento,Ana,Centro-Oeste,8,537.68,0.1,3871.296
428,2026-06-23,Notebook,Informática,Ana,Centro-Oeste,2,3443.46,0.0,6886.92
429,2026-05-01,Headset,Áudio,Carlos,Nordeste,1,293.28,0.0,293.28
430,2026-01-15,Teclado,Periféricos,Mariana,Sul,1,154.69,0.05,146.9555
431,2026-01-23,Webcam,Periféricos,Carlos,Sul,8,221.33,0.05,1682.108
432,2026-01-28,Cadeira Gamer,Móveis,Mariana,Sudeste,1,1134.61,0.0,1134.61
433,2026-04-14,Monitor,Informática,Mariana,Nordeste,5,1299.5,0.0,6497.5
434,2026-01-26,Monitor,Informática,Beatriz,Sul,3,1239.05,0.0,3717.1499999999996
435,2026-01-02,SSD 1TB,Armazenamento,Beatriz,Centro-Oeste,2,493.49,0.05,937.631
436,2026-04-23,Teclado,Periféricos,Beatriz,Nordeste,2,154.76,0.15,263.092
437,2026-04-28,Teclado,Periféricos,Ana,Sul,6,159.23,0.1,859.8419999999999
438,2026-04-30,Mouse,Periféricos,Mariana,Nordeste,1,84.42,0.0,84.42
439,2026-02-21,Monitor,Informática,Carlos,Centro-Oeste,2,1181.31,0.15,2008.2269999999999
440,2026-02-19,Monitor,Informática,Carlos,Sul,5,1221.67,0.0,6108.35
441,2026-04-23,SSD 1TB,Armazenamento,Rafael,Centro-Oeste,2,523.78,0.0,1047.56
442,2026-05-08,Teclado,Periféricos,Mariana,Nordeste,1,160.81,0.0,160.81
443,2026-02-06,Mouse,Periféricos,Ana,Centro-Oeste,3,80.89,0.0,242.67000000000002
444,2026-05-01,Notebook,Informática,Mariana,Sudeste,3,3583.41,0.05,10212.718499999999
445,2026-01-06,Notebook,Informática,Ana,Sul,4,3538.46,0.0,14153.84
446,2026-01-08,Webcam,Periféricos,Rafael,Sul,5,220.23,0.05,1046.0924999999997
447,2026-05-14,Cadeira Gamer,Móveis,Ana,Nordeste,7,1101.69,0.0,7711.83
448,2026-06-12,Mouse,Periféricos,Joao,Sul,4,81.0,0.1,291.6
449,2026-01-27,Headset,Áudio,Rafael,Sudeste,5,294.33,0.1,1324.485
450,2026-01-29,Teclado,Periféricos,Joao,Sul,6,159.1,0.1,859.14
451,2026-01-24,Mouse,Periféricos,Rafael,Sul,6,85.31,0.0,511.86
452,2026-03-17,Teclado,Periféricos,Carlos,Centro-Oeste,1,158.78,0.0,158.78
453,2026-05-17,SSD 1TB,Armazenamento,Carlos,Centro-Oeste,7,491.85,0.0,3442.9500000000003
454,2026-02-19,Headset,Áudio,Mariana,Sudeste,1,284.77,0.05,270.5315
455,2026-01-23,Notebook,Informática,Joao,Nordeste,3,3422.13,0.1,9239.751
456,2026-06-19,Webcam,Periféricos,Joao,Centro-Oeste,6,232.92,0.0,1397.52
457,2026-02-13,Mouse,Periféricos,Carlos,Sul,7,84.44,0.1,531.972
458,2026-06-11,Webcam,Periféricos,Carlos,Sudeste,1,209.8,0.0,209.8
459,2026-01-17,Notebook,Informática,Carlos,Sudeste,1,3414.64,0.1,3073.176
460,2026-05-31,Teclado,Periféricos,Carlos,Sul,7,159.32,0.1,1003.716
461,2026-04-26,Teclado,Periféricos,Joao,Centro-Oeste,6,150.62,0.15,768.162
462,2026-03-11,Mouse,Periféricos,Rafael,Sudeste,6,80.35,0.0,482.09999999999997
463,2026-01-03,Headset,Áudio,Carlos,Nordeste,8,291.57,0.15,1982.676
464,2026-06-20,SSD 1TB,Armazenamento,Beatriz,Nordeste,8,502.98,0.0,4023.84
465,2026-06-03,Teclado,Periféricos,Rafael,Sul,4,154.37,0.1,555.7320000000001
466,2026-06-21,Monitor,Informática,Joao,Sul,2,1194.68,0.0,2389.36
467,2026-02-13,SSD 1TB,Armazenamento,Beatriz,Centro-Oeste,1,517.87,0.0,517.87
468,2026-02-22,Headset,Áudio,Rafael,Sudeste,7,264.77,0.0,1853.3899999999999
469,2026-01-29,Mouse,Periféricos,Beatriz,Sudeste,4,88.33,0.0,353.32
470,2026-04-26,Teclado,Periféricos,Carlos,Centro-Oeste,7,161.13,0.0,1127.9099999999999
471,2026-04-05,Webcam,Periféricos,Joao,Nordeste,1,219.1,0.05,208.14499999999998
472,2026-03-04,Webcam,Periféricos,Joao,Sul,4,229.44,0.0,917.76
473,2026-06-28,Teclado,Periféricos,Carlos,Sudeste,5,152.06,0.0,760.3
474,2026-02-17,Monitor,Informática,Joao,Centro-Oeste,5,1271.16,0.15,5402.43
475,2026-04-16,Teclado,Periféricos,Beatriz,Sul,4,157.3,0.05,597.74
476,2026-04-29,Webcam,Periféricos,Joao,Sul,3,230.19,0.0,690.5699999999999
477,2026-03-03,Teclado,Periféricos,Mariana,Centro-Oeste,2,157.13,0.1,282.834
478,2026-05-05,Mouse,Periféricos,Ana,Sudeste,8,87.02,0.0,696.16
479,2026-01-08,Webcam,Periféricos,Rafael,Centro-Oeste,4,226.43,0.0,905.72
480,2026-04-27,Cadeira Gamer,Móveis,Joao,Sul,5,1147.43,0.0,5737.150000000001
481,2026-05-23,Webcam,Periféricos,Beatriz,Centro-Oeste,6,213.6,0.1,1153.44
482,2026-03-23,Cadeira Gamer,Móveis,Rafael,Nordeste,7,1128.48,0.15,6714.456
483,2026-03-29,Teclado,Periféricos,Beatriz,Centro-Oeste,8,167.19,0.0,1337.52
484,2026-06-25,Cadeira Gamer,Móveis,Joao,Sul,4,1087.24,0.0,4348.96
485,2026-03-27,Cadeira Gamer,Móveis,Rafael,Nordeste,4,1141.9,0.0,4567.6
486,2026-02-21,Headset,Áudio,Mariana,Sudeste,4,265.62,0.0,1062.48
487,2026-05-21,SSD 1TB,Armazenamento,Beatriz,Nordeste,1,521.12,0.15,442.952
488,2026-03-26,SSD 1TB,Armazenamento,Joao,Sul,1,542.08,0.0,542.08
489,2026-05-15,Teclado,Periféricos,Carlos,Centro-Oeste,5,153.71,0.0,768.5500000000001
490,2026-01-26,Notebook,Informática,Joao,Nordeste,2,3417.6,0.05,6493.44
491,2026-03-25,Cadeira Gamer,Móveis,Carlos,Sudeste,6,1121.13,0.0,6726.780000000001
492,2026-04-11,Cadeira Gamer,Móveis,Mariana,Nordeste,6,1201.41,0.0,7208.460000000001
493,2026-05-29,Notebook,Informática,Carlos,Sul,3,3486.75,0.1,9414.225
494,2026-03-05,Webcam,Periféricos,Mariana,Sul,2,223.2,0.0,446.4
495,2026-03-16,SSD 1TB,Armazenamento,Joao,Sul,3,541.19,0.05,1542.3915000000002
496,2026-02-01,Cadeira Gamer,Móveis,Rafael,Nordeste,1,1127.05,0.0,1127.05
497,2026-06-24,Cadeira Gamer,Móveis,Joao,Centro-Oeste,8,1159.38,0.1,8347.536000000002
498,2026-04-04,Cadeira Gamer,Móveis,Ana,Sul,5,1115.12,0.0,5575.599999999999
499,2026-06-01,Teclado,Periféricos,Rafael,Sul,4,168.08,0.0,672.32
500,2026-01-23,Cadeira Gamer,Móveis,Mariana,Centro-Oeste,5,1099.62,0.0,5498.099999999999
